"ROW_ID","ROW_VERSION","ROW_ETAG","id","name","study","dataType","assay","organ","tissue","species","sex","consortium","grant","modelSystemName","treatmentType","specimenID","individualID","individualIdSource","specimenIdSource","resourceType","dataSubtype","metadataType","assayTarget","analysisType","cellType","nucleicAcidSource","fileFormat","group","isModelSystem","isConsortiumAnalysis","isMultiSpecimen","createdOn","createdBy","parentId","currentVersion","benefactorId","projectId","modifiedOn","modifiedBy","dataFileHandleId","metaboliteType","chromosome","modelSystemType","libraryPrep","dataFileSizeBytes"
"29783842","1","62a5e5ec-14f2-4cc3-bed1-f21dd58699cc","syn29783842","LBPSEMA4BRAIN518_run1_S55_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996483939","3444109","syn27127036","1","syn26337520","syn2580853","1652986174889","3420438","95354559",,,,"rRNAdepletion","737414227"
"29783843","1","e1dcc0fd-876d-408c-9be1-0a9c8f365dca","syn29783843","LBPSEMA4BRAIN518_run2_S55_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996485748","3444109","syn27127036","1","syn26337520","syn2580853","1652986175684","3420438","95354561",,,,"rRNAdepletion","708335110"
"29783844","1","a6e946ec-9fd7-41b2-bfbe-8f55e736e517","syn29783844","LBPSEMA4BRAIN518_run2_S55_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996487572","3444109","syn27127036","1","syn26337520","syn2580853","1652986176659","3420438","95354562",,,,"rRNAdepletion","741549718"
"29783845","1","4c78f1b6-f1d9-4144-ac80-4b6edf57e460","syn29783845","LBPSEMA4BRAIN518_run2_S55_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996489312","3444109","syn27127036","1","syn26337520","syn2580853","1652986177576","3420438","95354563",,,,"rRNAdepletion","696404107"
"29783847","1","589308d4-c328-4320-8e15-b7155bf7130d","syn29783847","LBPSEMA4BRAIN518_run2_S55_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996491118","3444109","syn27127036","1","syn26337520","syn2580853","1652986178757","3420438","95354564",,,,"rRNAdepletion","730183732"
"29783848","1","f408fedf-4295-42e6-a5ba-e7b7f96a58af","syn29783848","LBPSEMA4BRAIN518_run2_S55_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996492991","3444109","syn27127036","1","syn26337520","syn2580853","1652986179709","3420438","95354565",,,,"rRNAdepletion","693173966"
"29783851","1","14523978-8d8c-4089-81b3-6ac3a5095c43","syn29783851","LBPSEMA4BRAIN518_run2_S55_L003_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996494754","3444109","syn27127036","1","syn26337520","syn2580853","1652986180600","3420438","95354566",,,,"rRNAdepletion","724740848"
"29783852","1","b4083ff3-06cc-4941-8bb2-d5c528a48398","syn29783852","LBPSEMA4BRAIN518_run2_S55_L004_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996496507","3444109","syn27127036","1","syn26337520","syn2580853","1652986181277","3420438","95354567",,,,"rRNAdepletion","687550635"
"29783854","1","e9a44fd8-8912-439d-ba6e-31d0ec934cbe","syn29783854","LBPSEMA4BRAIN518_run2_S55_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN518","HBDK_17_002_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996498271","3444109","syn27127036","1","syn26337520","syn2580853","1652986182411","3420438","95354568",,,,"rRNAdepletion","718521670"
"29783855","1","4568dd50-4286-4c2e-8d68-025d7aaf12b8","syn29783855","LBPSEMA4BRAIN036_run1_S35_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996500576","3444109","syn27127036","1","syn26337520","syn2580853","1652986183334","3420438","95354569",,,,"rRNAdepletion","795017519"
"29783971","1","c9306645-f4e8-4a5b-8f72-041906adc235","syn29783971","LBPSEMA4BRAIN036_run1_S35_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996566456","3444109","syn27127036","1","syn26337520","syn2580853","1652986183892","3420438","95354570",,,,"rRNAdepletion","841604587"
"29783979","1","2bcc7bcb-d83c-4c67-bca4-a9a63f55c4bc","syn29783979","LBPSEMA4BRAIN036_run1_S35_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996624671","3444109","syn27127036","1","syn26337520","syn2580853","1652986184705","3420438","95354571",,,,"rRNAdepletion","796690817"
"29784010","1","43adbd15-9b96-4cd1-9f5c-428e642d3d07","syn29784010","LBPSEMA4BRAIN036_run1_S35_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996680704","3444109","syn27127036","1","syn26337520","syn2580853","1652986185768","3420438","95354572",,,,"rRNAdepletion","843299810"
"29784050","1","fe523be4-e7f6-4733-8103-1c3ee3e06e0a","syn29784050","LBPSEMA4BRAIN036_run1_S35_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996744731","3444109","syn27127036","1","syn26337520","syn2580853","1652986186679","3420438","95354573",,,,"rRNAdepletion","793363958"
"29784073","1","5b856ecd-0d2c-4c91-a728-939769f9d9c0","syn29784073","LBPSEMA4BRAIN036_run1_S35_L003_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996833283","3444109","syn27127036","1","syn26337520","syn2580853","1652986187623","3420438","95354574",,,,"rRNAdepletion","840615511"
"29784085","1","5346016d-d0b6-452d-9cb0-5fc9e8a95d5a","syn29784085","LBPSEMA4BRAIN036_run1_S35_L004_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996893237","3444109","syn27127036","1","syn26337520","syn2580853","1652986188461","3420438","95354575",,,,"rRNAdepletion","782913407"
"29784106","1","bba23b05-7eb7-43d3-a8c7-79ccafe72830","syn29784106","LBPSEMA4BRAIN036_run1_S35_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650996957758","3444109","syn27127036","1","syn26337520","syn2580853","1652986189414","3420438","95354577",,,,"rRNAdepletion","829610281"
"29784133","1","83adc76c-dd11-4e29-9582-b123fde66165","syn29784133","LBPSEMA4BRAIN036_run2_S35_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997019528","3444109","syn27127036","1","syn26337520","syn2580853","1652986190452","3420438","95354578",,,,"rRNAdepletion","798516318"
"29784145","1","a720553d-7006-48da-9e9a-f9bc90f0fe99","syn29784145","LBPSEMA4BRAIN036_run2_S35_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997085667","3444109","syn27127036","1","syn26337520","syn2580853","1652986191437","3420438","95354580",,,,"rRNAdepletion","847948838"
"29784169","1","cdfe9b97-1aa4-4162-a4bf-30976900d57f","syn29784169","LBPSEMA4BRAIN036_run2_S35_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997141960","3444109","syn27127036","1","syn26337520","syn2580853","1652986192336","3420438","95354581",,,,"rRNAdepletion","798230180"
"29784187","1","4a4bfa9b-76ab-4f86-a373-3a1c4c8df169","syn29784187","LBPSEMA4BRAIN036_run2_S35_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997201471","3444109","syn27127036","1","syn26337520","syn2580853","1652986193618","3420438","95354582",,,,"rRNAdepletion","845114280"
"29784212","1","bf30ab5e-f750-4127-9bcc-12207bfdd608","syn29784212","LBPSEMA4BRAIN036_run2_S35_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997267607","3444109","syn27127036","1","syn26337520","syn2580853","1652986194761","3420438","95354583",,,,"rRNAdepletion","809654892"
"29784233","1","12203aa5-af8f-41ab-b943-6a4bdaa37354","syn29784233","LBPSEMA4BRAIN036_run2_S35_L003_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997338816","3444109","syn27127036","1","syn26337520","syn2580853","1652986195761","3420438","95354585",,,,"rRNAdepletion","861371062"
"29784247","1","1f0fb275-7ace-4968-b792-681cab8a6c45","syn29784247","LBPSEMA4BRAIN036_run2_S35_L004_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997398151","3444109","syn27127036","1","syn26337520","syn2580853","1652986196675","3420438","95354587",,,,"rRNAdepletion","810139966"
"29784400","1","a41de60f-790f-445d-b123-2407b7a67bc8","syn29784400","LBPSEMA4BRAIN036_run2_S35_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN036","HBGM_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997459996","3444109","syn27127036","1","syn26337520","syn2580853","1652986197740","3420438","95354591",,,,"rRNAdepletion","859971468"
"29784414","1","439bb81b-e967-49bb-8de1-ececbd788ce8","syn29784414","LBPSEMA4BRAIN273_run1_S163_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997483386","3444109","syn27127036","1","syn26337520","syn2580853","1652986198751","3420438","95354592",,,,"rRNAdepletion","323104515"
"29784422","1","466b0a7a-46f1-4250-aadb-cd10471d1c88","syn29784422","LBPSEMA4BRAIN273_run1_S163_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997506926","3444109","syn27127036","1","syn26337520","syn2580853","1652986199771","3420438","95354593",,,,"rRNAdepletion","339212300"
"29784428","1","8089a0f7-29c1-4b4b-9d2f-a0d0227f22fa","syn29784428","LBPSEMA4BRAIN273_run1_S163_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997534092","3444109","syn27127036","1","syn26337520","syn2580853","1652986201008","3420438","95354595",,,,"rRNAdepletion","332050595"
"29784440","1","4956c257-fe8c-46b6-bbbd-e417f66a00cd","syn29784440","LBPSEMA4BRAIN273_run1_S163_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997557817","3444109","syn27127036","1","syn26337520","syn2580853","1652986201757","3420438","95354596",,,,"rRNAdepletion","348950064"
"29784455","1","4d227693-3f7d-42b5-a820-a0921480de49","syn29784455","LBPSEMA4BRAIN273_run1_S163_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997581555","3444109","syn27127036","1","syn26337520","syn2580853","1652986202789","3420438","95354598",,,,"rRNAdepletion","332584865"
"29784473","1","f4c16f0f-23d8-45fd-80d9-b3d88c2bc49b","syn29784473","LBPSEMA4BRAIN273_run1_S163_L003_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997607528","3444109","syn27127036","1","syn26337520","syn2580853","1652986203774","3420438","95354599",,,,"rRNAdepletion","349381499"
"29784478","1","e5543c05-3337-48bc-b351-53776a8faf32","syn29784478","LBPSEMA4BRAIN273_run1_S163_L004_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997633326","3444109","syn27127036","1","syn26337520","syn2580853","1652986204755","3420438","95354600",,,,"rRNAdepletion","330696463"
"29784485","1","7e244003-1c99-4ed8-b0f1-88a5a4c749c7","syn29784485","LBPSEMA4BRAIN273_run1_S163_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997658486","3444109","syn27127036","1","syn26337520","syn2580853","1652986205668","3420438","95354602",,,,"rRNAdepletion","348215237"
"29784487","1","83102e26-85ea-4168-9e21-d3d13aa4969a","syn29784487","LBPSEMA4BRAIN273_run2_S163_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997682250","3444109","syn27127036","1","syn26337520","syn2580853","1652986206318","3420438","95354603",,,,"rRNAdepletion","350576517"
"29784495","1","91b704d0-85bb-4166-97f6-b3426e228832","syn29784495","LBPSEMA4BRAIN273_run2_S163_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997709600","3444109","syn27127036","1","syn26337520","syn2580853","1652986207165","3420438","95354604",,,,"rRNAdepletion","367412483"
"29784500","1","18952c3b-4b2f-4ac1-b1c4-a03d0eb6d075","syn29784500","LBPSEMA4BRAIN273_run2_S163_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997732850","3444109","syn27127036","1","syn26337520","syn2580853","1652986207989","3420438","95354605",,,,"rRNAdepletion","347058910"
"29784509","1","43571c98-c83f-4bee-9b78-1bfff37496d9","syn29784509","LBPSEMA4BRAIN273_run2_S163_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997757952","3444109","syn27127036","1","syn26337520","syn2580853","1652986208919","3420438","95354606",,,,"rRNAdepletion","363304913"
"29784527","1","2b8976a8-a0fd-4129-b6b5-4ccc7cbe7e96","syn29784527","LBPSEMA4BRAIN273_run2_S163_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""dorsolateral prefrontal cortex""]","[""Human""]","[""female""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN273","HBGQ_17_001_FC",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1650997780858","3444109","syn27127036","1","syn26337520","syn2580853","1652986209881","3420438","95354607",,,,"rRNAdepletion","349424536"
